Recorded_taxa	Status	MinT	MaxT
Paratropidoceras_numidianum	extinct	190.2	191.84
Gemmellaroceras_granuliferum	extinct	190.2	191.84
Gemmellaroceras_granuliferum	extinct	190.2	191.84
Gemmellaroceras_granuliferum	extinct	190.2	191.84
Gemmellaroceras_granuliferum	extinct	190.2	191.84
Tropidoceras_erythraeum	extinct	189.5	190.54
Tropidoceras_erythraeum	extinct	190.54	190.78
Tropidoceras_erythraeum	extinct	189.5	190.54
Catriceras_cf._campiliense	extinct	191.84	192.9
Tropidoceras_erythraeum	extinct	190.54	190.78
Catriceras_cf._campiliense	extinct	191.84	192.9
Tropidoceras_erythraeum	extinct	189.5	190.78
Tropidoceras_erythraeum	extinct	189.5	190.78
Tropidoceras_erythraeum	extinct	189.5	190.78
Tropidoceras_erythraeum	extinct	189.5	190.54
Platypleuroceras_aff._oblongum	extinct	190.54	190.78
Epideroceras?_cantianense	extinct	191.84	192.9
Epideroceras?_cantianense	extinct	191.84	192.9
Diaphorites_vetulonius	extinct	188.8	189.5
Diaphorites_vetulonius	extinct	188.8	189.5
Castanayiceras_canavarii	extinct	191.84	192.9
Castanayiceras_canavarii	extinct	191.84	192.9
Castanayiceras_canavarii	extinct	191.84	192.9
Castanayiceras_canavarii	extinct	191.84	192.9
Tragophylloceras_numismale	extinct	191.84	192.9
Tragophylloceras_numismale	extinct	190.78	191.84
Tragophylloceras_numismale	extinct	190.2	190.54
Tragophylloceras_numismale	extinct	188.8	192.9
Tragophylloceras_numismale	extinct	190.2	191.84
Tragophylloceras_numismale	extinct	190.54	190.78
Tragophylloceras_numismale	extinct	190.78	191.84
Tragophylloceras_numismale	extinct	190.2	191.84
Tragophylloceras_numismale	extinct	190.2	192.9
Tragophylloceras_numismale	extinct	190.2	190.54
Tragophylloceras_numismale	extinct	189.5	190.2
Tragophylloceras_numismale	extinct	190.2	191.84
Tragophylloceras_numismale	extinct	190.2	191.84
Tragophylloceras_numismale	extinct	190.2	191.84
Tragophylloceras_numismale	extinct	188.4	190.2
Tragophylloceras_numismale	extinct	189.5	190.2
Tragophylloceras_numismale	extinct	190.2	192.9
Tragophylloceras_numismale	extinct	191.84	192.9
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Acanthopleuroceras_actaeon	extinct	188.8	189.5
Acanthopleuroceras_actaeon	extinct	188.8	189.5
Acanthopleuroceras_actaeon	extinct	188.8	189.5
Acanthopleuroceras_actaeon	extinct	188.8	189.5
Acanthopleuroceras_actaeon	extinct	188.8	189.5
Acanthopleuroceras_actaeon	extinct	188.8	189.5
Acanthopleuroceras_actaeon	extinct	188.8	189.5
Metaderoceras_muticum	extinct	190.54	190.78
Metaderoceras_muticum	extinct	190.54	190.78
Metaderoceras_muticum	extinct	190.54	190.78
Metaderoceras_muticum	extinct	190.54	190.78
Metaderoceras_muticum	extinct	190.54	190.78
Metaderoceras_muticum	extinct	190.54	190.78
Metaderoceras_muticum	extinct	190.54	190.78
Metaderoceras_muticum	extinct	190.54	190.78
Metaderoceras_muticum	extinct	190.54	190.78
Metaderoceras_muticum	extinct	190.54	190.78
Metaderoceras_muticum	extinct	190.54	190.78
Metaderoceras_muticum	extinct	191.84	192.9
Metaderoceras_muticum	extinct	190.54	190.78
Metaderoceras_muticum	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Catriceras_galaczi	extinct	191.84	192.9
Catriceras_galaczi	extinct	191.84	192.9
Tropidoceras_zitteli_sensu_AM	extinct	188.8	189.5
Tropidoceras_zitteli	extinct	188.8	189.5
Tropidoceras_zitteli	extinct	188.8	189.5
Tropidoceras_zitteli	extinct	188.8	189.5
Tropidoceras_zitteli	extinct	188.8	189.5
Tropidoceras_zitteli	extinct	188.8	189.5
Tropidoceras_zitteli	extinct	188.8	189.5
Tropidoceras_zitteli	extinct	188.8	189.5
Tropidoceras_zitteli	extinct	188.8	189.5
Tropidoceras_zitteli	extinct	188.8	189.5
Tropidoceras_zitteli	extinct	188.8	189.5
Tropidoceras_zitteli	extinct	188.8	189.5
Tropidoceras_zitteli	extinct	188.8	189.5
Tropidoceras_zitteli	extinct	188.8	189.5
Bettoniceras_italicum	extinct	188	188.4
Bettoniceras_italicum	extinct	188	188.4
Bettoniceras_italicum	extinct	188.24	188.8
Bettoniceras_italicum	extinct	188	188.4
Bettoniceras_italicum	extinct	188	188.4
Bettoniceras_italicum	extinct	188	188.4
Bettoniceras_italicum	extinct	188	188.4
Uptonia?_juraphyllitoides	extinct	188.4	190.2
Aegolytoceras_varicosum	extinct	191.84	192.9
Aegolytoceras_varicosum	extinct	191.84	192.9
Aegolytoceras_varicosum	extinct	190.2	191.84
Miltoceras_furlense	extinct	190.78	192.9
Dayiceras_amaltheiforme	extinct	188.8	189.5
Metaderoceras_muticum_sensu_MB	extinct	190.54	190.78
Metaderoceras_muticum_sensu_MB	extinct	190.54	190.78
Fuciniceras_elichense	extinct	188	188.4
Fuciniceras_elichense	extinct	188	188.4
Lytoceras_platypleura	extinct	188.4	192.9
Apoderoceras_aculeatum	extinct	191.84	192.9
Apoderoceras_aculeatum	extinct	191.84	192.9
Apoderoceras_aculeatum	extinct	191.84	192.9
Apoderoceras_aculeatum	extinct	191.84	192.9
Apoderoceras_aculeatum	extinct	191.84	192.9
Apoderoceras_aculeatum	extinct	191.84	192.9
Apoderoceras_aculeatum	extinct	191.84	192.9
Apoderoceras_aculeatum	extinct	191.84	192.9
Apoderoceras_aculeatum	extinct	191.84	192.9
Apoderoceras_aculeatum	extinct	191.84	192.9
Apoderoceras_aculeatum	extinct	191.84	192.9
Apoderoceras_aculeatum	extinct	191.84	192.9
Apoderoceras_aculeatum	extinct	191.84	192.9
Apoderoceras_aculeatum	extinct	191.84	192.9
Apoderoceras_aculeatum	extinct	191.84	192.9
Apoderoceras_aculeatum	extinct	191.84	192.9
Coeloderoceras_micromphala	extinct	190.78	192.9
Coeloderoceras_micromphala	extinct	190.78	192.9
Coeloderoceras_micromphala	extinct	190.78	192.9
Coeloderoceras_micromphala	extinct	190.78	192.9
Gemmellaroceras?_cortesi_sensu_B	extinct	190.2	191.84
Fuciniceras_n._sp._A	extinct	188.8	190.54
Gemmellaroceras?_gemmellaroi	extinct	188.4	190.2
Coeloderoceras_rugosa	extinct	190.2	192.9
Peripleuroceras_rotundicosta	extinct	190.54	190.78
Foetterliceras_salmojraghii	extinct	191.84	192.9
Foetterliceras_salmojraghii	extinct	191.84	192.9
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Dayiceras_polymorphoides	extinct	188.8	189.5
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Dayiceras_polymorphoides	extinct	188.8	189.5
Platypleuroceras_brevispina	extinct	190.54	190.78
Dayiceras_polymorphoides	extinct	188.8	189.5
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Dayiceras_polymorphoides	extinct	188.8	189.5
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Lytoceras_fimbriatoides	extinct	190.2	192.9
Lytoceras_fimbriatoides	extinct	188.4	192.9
Lytoceras_fimbriatoides	extinct	190.2	192.9
Lytoceras_fimbriatoides	extinct	190.2	192.9
Lytoceras_fimbriatoides	extinct	190.54	190.78
Lytoceras_fimbriatoides	extinct	191.84	192.9
Lytoceras_fimbriatoides	extinct	190.2	192.9
Lytoceras_fimbriatoides	extinct	192.9	196.37
Lytoceras_fimbriatoides	extinct	196.37	199.3
Lytoceras_kizilcius	extinct	188.4	192.9
Liparoceras_lytoceroides	extinct	188	188.24
Liparoceras_lytoceroides	extinct	188	188.24
Liparoceras_lytoceroides	extinct	188	188.24
Holcolytoceras_quadrijugum	extinct	190.54	192.9
Holcolytoceras_quadrijugum	extinct	190.54	192.9
Holcolytoceras_quadrijugum	extinct	191.84	192.9
Holcolytoceras_quadrijugum	extinct	190.54	191.84
Epideroceras?_trigonale	extinct	190.78	191.84
Epideroceras?_trigonale	extinct	190.78	191.84
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Prodactylioceras_davoei	extinct	188.21	188.24
Prodactylioceras_davoei	extinct	188	188.21
Tropidoceras_calliplocum	extinct	189.5	190.54
Tropidoceras_calliplocum	extinct	189.5	190.54
Tropidoceras_calliplocum	extinct	189.5	190.54
Tropidoceras_calliplocum	extinct	189.5	190.54
Tropidoceras_calliplocum	extinct	189.5	190.54
Tropidoceras_calliplocum	extinct	189.5	190.54
Tropidoceras_calliplocum	extinct	189.5	190.54
Tropidoceras_calliplocum	extinct	189.5	190.54
Tropidoceras_calliplocum	extinct	189.5	190.54
Tropidoceras_calliplocum	extinct	189.5	190.54
Tropidoceras_calliplocum	extinct	189.5	190.54
Juraphyllites_libertus	extinct	188.4	192.9
Juraphyllites_libertus	extinct	188	192.9
Juraphyllites_libertus	extinct	188	192.9
Juraphyllites_libertus	extinct	188.4	190.2
Juraphyllites_libertus	extinct	188	192.9
Juraphyllites_libertus	extinct	188	190.2
Juraphyllites_libertus	extinct	188.4	190.2
Juraphyllites_libertus	extinct	188	192.9
Juraphyllites_libertus	extinct	188	188.4
Juraphyllites_libertus	extinct	188	192.9
Juraphyllites_libertus	extinct	188.8	189.5
Juraphyllites_libertus	extinct	191.84	192.9
Juraphyllites_libertus	extinct	188	192.9
Juraphyllites_libertus	extinct	188.8	189.5
Juraphyllites_libertus	extinct	191.84	192.9
Juraphyllites_libertus	extinct	188	192.9
Juraphyllites_libertus	extinct	188	192.9
Juraphyllites_libertus	extinct	188	192.9
Juraphyllites_libertus	extinct	188	192.9
Juraphyllites_libertus	extinct	190.2	190.54
Juraphyllites_libertus	extinct	188	192.9
Juraphyllites_libertus	extinct	188.8	190.54
Juraphyllites_libertus	extinct	188	190.2
Juraphyllites_libertus	extinct	190.2	192.9
Juraphyllites_libertus	extinct	190.2	192.9
Juraphyllites_libertus	extinct	188.4	190.2
Juraphyllites_libertus	extinct	188	192.9
Juraphyllites_libertus	extinct	188.4	192.9
Juraphyllites_libertus	extinct	192.9	194.44
Juraphyllites_libertus	extinct	192.9	196.37
Juraphyllites_libertus	extinct	192.9	194.44
Juraphyllites_libertus	extinct	183.16	184.2
Juraphyllites_libertus	extinct	185.55	188
Juraphyllites_libertus	extinct	185.55	188
Juraphyllites_libertus	extinct	184.2	185.55
Tropidoceras_orientale	extinct	188.4	190.2
Tropidoceras_obtusum	extinct	190.2	190.54
Tropidoceras_obtusum	extinct	189.5	190.54
Tropidoceras_obtusum	extinct	190.2	190.54
Tropidoceras_obtusum	extinct	190.2	190.54
Tropidoceras_obtusum	extinct	190.2	190.54
Fuciniceras_hungaricum	extinct	188.8	190.54
Fuciniceras_hungaricum	extinct	188.8	189.5
Fuciniceras_hungaricum	extinct	188.8	189.5
Fuciniceras_nov._sp.1	extinct	188	188.4
Galaticeras_marianii	extinct	191.84	192.9
Galaticeras_marianii	extinct	191.84	192.9
